Response_ID,What year were you born,Gender,Tenure,Industry,Organisation size,Household Type,Metro or Regional,Pay cut willingness to work remotely,Productivity while working remotely
1144,1985,Male,Between 1 and 5 years,Manufacturing and trade,Between 20 and 199,Couple with no dependent children,Metro,Yes,20% More productive
1145,1982,Female,Between 1 and 5 years,Public and utility services,More than 200,Group household,Metro,Yes,No Change
1146,1985,Female,Between 1 and 5 years,Service Industry,Between 5 and 19,Couple with dependent children,Regional,No,10% Less productive
1147,1970,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No,10% Less productive
1148,1989,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,Yes,20% More productive
1149,1998,Female,Between 6 and 12 months,Service Industry,Between 20 and 199,Multiple family household,Metro,Yes,No Change
1150,1994,Female,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,Yes,50% More productive
1151,1972,Female,More than 5 years,Service Industry,More than 200,One parent family with dependent children,Metro,No,20% Less productive
1152,1988,Male,Between 1 and 5 years,Manufacturing and trade,Between 20 and 199,Couple with no dependent children,Metro,Yes,40% More productive
1153,1986,Female,Between 1 and 5 years,Service Industry,Between 5 and 19,Group household,Metro,No,30% More productive
1154,1989,Male,Between 1 and 5 years,Service Industry,Between 5 and 19,Couple with dependent children,Metro,No,50% More productive
1155,1990,Female,More than 5 years,Manufacturing and trade,Between 20 and 199,Couple with dependent children,Metro,No,30% More productive
1156,1974,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,Yes,50% More productive
1157,1960,Female,More than 5 years,Manufacturing and trade,Between 5 and 19,Other one family household,Metro,Yes,20% More productive
1158,1968,Female,Between 1 and 5 years,Retail and Food,Between 1 and 4,Couple with no dependent children,Metro,Yes,20% More productive
1159,1987,Male,Between 6 and 12 months,Service Industry,More than 200,Couple with no dependent children,Metro,No,No Change
1160,1965,Female,More than 5 years,Service Industry,Between 1 and 4,Couple with no dependent children,Metro,No,No Change
1161,1962,Female,More than 5 years,Service Industry,Between 20 and 199,Single person,Regional,Yes,20% Less productive
1162,1970,Female,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,Yes,No Change
1163,1974,Female,More than 5 years,Retail and Food,Between 20 and 199,Couple with dependent children,Metro,No,10% Less productive
1164,1983,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No,No Change
1165,1992,Female,Between 6 and 12 months,Service Industry,More than 200,Group household,Metro,No,20% Less productive
1166,1968,Female,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No,50% More productive
1167,1976,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,No,20% More productive
1168,1991,Male,Between 1 and 5 years,Retail and Food,More than 200,Couple with no dependent children,Metro,No,20% More productive
1169,1960,Female,More than 5 years,Service Industry,Between 5 and 19,Single person,Regional,Yes,50% More productive
1170,1987,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No,30% More productive
1171,1964,Female,More than 5 years,Manufacturing and trade,Between 5 and 19,Single person,Metro,No,30% More productive
1172,1996,Male,More than 5 years,Manufacturing and trade,Between 5 and 19,Couple with dependent children,Metro,No,50% More productive
1173,1990,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,Single person,Regional,Yes,30% More productive
1174,1993,Female,Between 1 and 5 years,Manufacturing and trade,Between 20 and 199,Couple with dependent children,Metro,No,20% More productive
1175,1996,Female,Between 1 and 5 years,Retail and Food,Between 20 and 199,Group household,Metro,No,20% Less productive
1176,1988,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No,No Change
1177,2001,Female,Between 6 and 12 months,Service Industry,Between 20 and 199,Single person,Metro,Yes,No Change
1178,1974,Female,Between 1 and 5 years,Service Industry,More than 200,One parent family with dependent children,Metro,Yes,50% More productive
1179,1968,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,Yes,20% Less productive
1180,1993,Female,Between 6 and 12 months,Retail and Food,More than 200,Couple with no dependent children,Metro,No,20% More productive
1181,1975,Female,Between 1 and 5 years,Retail and Food,More than 200,Other one family household,Metro,No,30% More productive
1182,1988,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,Yes,20% Less productive
1183,1990,Male,Between 1 and 5 years,Manufacturing and trade,Between 20 and 199,Single person,Metro,Yes,50% More productive
1184,1991,Female,More than 5 years,Service Industry,More than 200,Multiple family household,Regional,No,40% Less productive
1185,2000,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,Yes,30% More productive
1186,1988,Female,More than 5 years,Service Industry,More than 200,One parent family with dependent children,Metro,No,50% Less productive
1187,1990,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No,10% More productive
1188,1967,Female,More than 5 years,Service Industry,More than 200,Single person,Regional,No,No Change
1189,1992,Male,Between 1 and 5 years,Manufacturing and trade,Between 20 and 199,Group household,Metro,No,No Change
1190,1995,Male,Between 1 and 5 years,Manufacturing and trade,Between 20 and 199,One parent family with dependent children,Metro,Yes,No Change
1191,1990,Female,More than 5 years,Public and utility services,Between 5 and 19,Couple with dependent children,Metro,No,No Change
1192,1989,Male,Between 1 and 5 years,Public and utility services,Between 20 and 199,Couple with no dependent children,Metro,Yes,30% More productive
1193,1987,Male,Between 6 and 12 months,Service Industry,More than 200,Couple with dependent children,Metro,Yes,20% More productive
1194,1982,Male,More than 5 years,Service Industry,More than 200,One parent family with dependent children,Metro,Yes,50% More productive
1195,1994,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,Group household,Metro,No,50% More productive
1196,1988,Female,Between 1 and 5 years,Service Industry,More than 200,One parent family with dependent children,Metro,No,30% More productive
1197,1959,Female,More than 5 years,Retail and Food,Between 5 and 19,Single person,Regional,No,30% More productive
1198,1957,Female,Between 6 and 12 months,Manufacturing and trade,Between 5 and 19,Single person,Metro,Yes,20% More productive
1199,1992,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No,No Change
1200,1958,Female,More than 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,No,10% More productive
1201,1975,Male,More than 5 years,Retail and Food,Between 5 and 19,Couple with dependent children,Regional,Yes,40% More productive
1202,2000,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,One parent family with dependent children,Metro,Yes,40% More productive
1203,1987,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,Yes,No Change
1204,1986,Male,Between 1 and 5 years,Public and utility services,More than 200,Couple with no dependent children,Regional,No,20% Less productive
1205,1972,Female,Between 1 and 5 years,Public and utility services,More than 200,Couple with dependent children,Metro,Yes,50% More productive
1206,1969,Female,More than 5 years,Manufacturing and trade,Between 5 and 19,One parent family with dependent children,Metro,Yes,40% More productive
1207,1988,Male,More than 5 years,Manufacturing and trade,More than 200,Couple with no dependent children,Metro,No,40% More productive
1208,1991,Male,More than 5 years,Service Industry,Between 1 and 4,Couple with no dependent children,Regional,No,30% More productive
1209,1987,Male,Between 1 and 5 years,Service Industry,More than 200,Single person,Metro,No,No Change
1210,1985,Male,Between 1 and 5 years,Service Industry,More than 200,Multiple family household,Regional,No,30% More productive
1211,1976,Female,More than 5 years,Public and utility services,More than 200,Couple with dependent children,Regional,No,30% More productive
1212,1988,Female,More than 5 years,Service Industry,More than 200,Single person,Regional,No,50% More productive
1213,1960,Female,More than 5 years,Service Industry,Between 5 and 19,Couple with no dependent children,Regional,Yes,20% More productive
1214,1988,Female,More than 5 years,Service Industry,Between 20 and 199,Single person,Regional,No,No Change
1215,1990,Female,More than 5 years,Retail and Food,Between 20 and 199,Couple with no dependent children,Regional,No,50% More productive
1216,1972,Male,Between 6 and 12 months,Public and utility services,Between 20 and 199,One parent family with dependent children,Regional,Yes,30% More productive
1217,1990,Female,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Regional,Yes,30% More productive
1218,1988,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Regional,No,10% More productive
1219,1991,Female,Between 1 and 5 years,Manufacturing and trade,Between 20 and 199,Other one family household,Regional,No,20% More productive
1220,1988,Male,Between 1 and 5 years,Public and utility services,Between 20 and 199,Couple with dependent children,Regional,Yes,20% More productive
1221,1959,Female,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Regional,No,No Change
1222,1972,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Regional,No,50% More productive
1223,1976,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Regional,No,No Change
1224,1972,Male,More than 5 years,Service Industry,More than 200,Group household,Regional,No,No Change
1225,1957,Female,More than 5 years,Service Industry,Between 20 and 199,Multiple family household,Regional,Yes,10% More productive
1226,1957,Female,More than 5 years,Service Industry,I am a sole trader/owner-operator,Couple with no dependent children,Regional,No,50% More productive
1227,1959,Female,More than 5 years,Service Industry,More than 200,Couple with dependent children,Regional,Yes,50% More productive
1228,1975,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Regional,No,No Change
1229,1958,Male,Between 1 and 5 years,Public and utility services,More than 200,Single person,Regional,No,40% More productive
1230,1964,Female,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,Yes,40% More productive
1231,1962,Male,Between 1 and 5 years,Manufacturing and trade,More than 200,Couple with no dependent children,Regional,No,30% More productive
1232,1970,Female,More than 5 years,Service Industry,Between 5 and 19,Multiple family household,Regional,No,No Change
1233,1963,Male,More than 5 years,Service Industry,More than 200,Single person,Regional,No,40% More productive
1234,1965,Male,Between 6 and 12 months,Service Industry,More than 200,Single person,Regional,No,10% More productive
1235,1961,Male,More than 5 years,Manufacturing and trade,Between 20 and 199,Single person,Regional,No,20% Less productive
1236,1964,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No,No Change
1237,1960,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Single person,Regional,Yes,30% More productive
1238,1961,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Regional,No,50% More productive
1239,1992,Male,Between 1 and 5 years,Manufacturing and trade,Between 1 and 4,Other one family household,Regional,Yes,40% More productive
1240,1957,Female,More than 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Regional,No,30% More productive
1241,1966,Male,More than 5 years,Retail and Food,Between 5 and 19,Single person,Regional,No,No Change
1242,1961,Male,More than 5 years,Service Industry,Between 1 and 4,Couple with no dependent children,Regional,No,No Change
1243,1968,Male,More than 5 years,Retail and Food,Between 20 and 199,Couple with no dependent children,Regional,No,30% More productive
1244,1960,Male,More than 5 years,Public and utility services,Between 20 and 199,Couple with no dependent children,Regional,No,No Change
1245,1958,Female,Between 1 and 5 years,Service Industry,More than 200,Single person,Regional,No,50% More productive
1246,1961,Female,Between 1 and 5 years,Service Industry,More than 200,Single person,Regional,No,No Change
1247,1961,Male,More than 5 years,Manufacturing and trade,More than 200,Multiple family household,Regional,No,20% Less productive
1248,1960,Male,More than 5 years,Manufacturing and trade,More than 200,Couple with no dependent children,Regional,No,30% More productive
1249,1964,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Regional,Yes,No Change
1250,1969,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Regional,Yes,10% Less productive
1251,1968,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Regional,Yes,50% More productive
1252,1982,Male,Between 1 and 5 years,Public and utility services,More than 200,Single person,Regional,No,30% More productive
1253,1961,Female,Between 6 and 12 months,Service Industry,More than 200,Single person,Regional,No,30% Less productive
1254,1987,Female,More than 5 years,Service Industry,More than 200,Single person,Regional,No,20% Less productive
1255,1962,Male,Between 1 and 5 years,Manufacturing and trade,Between 20 and 199,Couple with dependent children,Regional,No,20% More productive
1256,1971,Female,More than 5 years,Service Industry,More than 200,Couple with dependent children,Regional,No,No Change
1257,1984,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Regional,No,30% Less productive
1258,1959,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Regional,No,No Change
1259,1975,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,One parent family with dependent children,Regional,No,50% More productive
1260,1958,Male,Between 1 and 5 years,Public and utility services,More than 200,Couple with dependent children,Regional,No,No Change
1261,1961,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Regional,No,20% More productive
1262,1965,Male,Between 1 and 5 years,Public and utility services,More than 200,Couple with no dependent children,Regional,No,No Change
1263,1958,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,Other one family household,Regional,No,50% More productive
1264,1971,Male,More than 5 years,Service Industry,Between 5 and 19,Single person,Regional,No,No Change
1265,1963,Male,Between 1 and 5 years,Public and utility services,More than 200,Couple with dependent children,Regional,No,20% Less productive
1266,1988,Male,Between 6 and 12 months,Service Industry,Between 20 and 199,One parent family with dependent children,Regional,Yes,40% More productive
1267,1963,Male,More than 5 years,Service Industry,I am a sole trader/owner-operator,Single person,Regional,No,No Change
1268,1977,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Regional,Yes,20% More productive
1269,1964,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Regional,Yes,30% More productive
1270,1972,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Regional,Yes,30% More productive
1271,1983,Female,More than 5 years,Service Industry,I am a sole trader/owner-operator,Couple with dependent children,Regional,No,No Change
1272,1971,Male,Between 1 and 5 years,Public and utility services,Between 5 and 19,Couple with dependent children,Regional,No,20% More productive
1273,1987,Female,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Regional,No,50% More productive
1274,1971,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Regional,No,20% Less productive
1275,1958,Male,Between 1 and 5 years,Public and utility services,More than 200,Single person,Regional,No,No Change
1276,1957,Male,More than 5 years,Public and utility services,More than 200,Single person,Regional,Yes,40% Less productive
1277,1959,Male,More than 5 years,Manufacturing and trade,Between 20 and 199,Multiple family household,Regional,No,50% More productive
1278,1969,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Regional,Yes,20% More productive
1279,1998,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Regional,No,20% More productive
1280,1964,Female,More than 5 years,Public and utility services,Between 20 and 199,Couple with no dependent children,Regional,Yes,40% More productive
1281,1964,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Regional,Yes,No Change
1282,1995,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Regional,No,No Change
1283,1961,Female,More than 5 years,Service Industry,More than 200,Single person,Regional,No,50% More productive
1284,1978,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Regional,Yes,50% More productive
1285,1978,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Regional,Yes,50% More productive
1286,1957,Male,More than 5 years,Retail and Food,Between 5 and 19,Couple with no dependent children,Regional,Yes,50% More productive
1287,1959,Male,Between 1 and 5 years,Service Industry,Between 1 and 4,Couple with no dependent children,Regional,No,No Change
1288,1983,Female,More than 5 years,Service Industry,More than 200,Couple with dependent children,Regional,No,10% More productive
1289,1984,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Regional,No,No Change
1290,1976,Female,More than 5 years,Service Industry,Between 20 and 199,One parent family with dependent children,Regional,No,50% More productive
1291,1990,Female,Between 6 and 12 months,Manufacturing and trade,Between 20 and 199,Single person,Regional,No,10% More productive
1292,1981,Male,Between 1 and 5 years,Service Industry,More than 200,Single person,Regional,No,50% More productive
1293,1962,Male,More than 5 years,Retail and Food,I am a sole trader/owner-operator,Single person,Regional,Yes,No Change
1294,1986,Male,More than 5 years,Service Industry,I am a sole trader/owner-operator,Single person,Regional,No,No Change
1295,1987,Male,More than 5 years,Service Industry,More than 200,Single person,Regional,Yes,50% More productive
1296,1983,Female,More than 5 years,Service Industry,More than 200,Couple with dependent children,Regional,No,10% Less productive
1297,1971,Female,More than 5 years,Service Industry,More than 200,Single person,Regional,No,20% Less productive
1298,1965,Female,More than 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Regional,No,40% Less productive
1299,1972,Female,Between 6 and 12 months,Service Industry,More than 200,Single person,Regional,No,30% More productive
1300,1965,Female,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Regional,No,50% More productive
1301,1971,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Regional,No,20% More productive
1302,1980,Male,Between 6 and 12 months,Service Industry,More than 200,One parent family with dependent children,Regional,Yes,50% More productive
1303,1999,Male,Between 6 and 12 months,Service Industry,Between 5 and 19,Multiple family household,Regional,Yes,20% More productive
1304,1957,Female,Between 1 and 5 years,Retail and Food,Between 5 and 19,Couple with no dependent children,Regional,No,30% More productive
1305,1969,Male,More than 5 years,Public and utility services,More than 200,One parent family with dependent children,Regional,No,10% Less productive
1306,1969,Female,More than 5 years,Manufacturing and trade,Between 5 and 19,One parent family with dependent children,Regional,No,No Change
1307,1970,Female,More than 5 years,Service Industry,Between 5 and 19,Couple with no dependent children,Regional,Yes,No Change
1308,1973,Female,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Regional,No,10% More productive
1309,1975,Male,More than 5 years,Public and utility services,Between 20 and 199,Couple with dependent children,Regional,No,20% More productive
1310,1979,Female,Between 1 and 5 years,Retail and Food,Between 1 and 4,Couple with no dependent children,Regional,No,50% More productive
1311,1963,Female,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Regional,No,50% More productive
1312,1972,Female,Between 6 and 12 months,Public and utility services,More than 200,Couple with dependent children,Regional,No,30% More productive
1313,1962,Female,Between 6 and 12 months,Service Industry,More than 200,Single person,Regional,No,20% Less productive
1314,2000,Female,Between 1 and 5 years,Service Industry,More than 200,Group household,Regional,No,No Change
1315,1962,Female,More than 5 years,Service Industry,Between 1 and 4,Couple with no dependent children,Regional,No,No Change
1316,1968,Male,Between 1 and 5 years,Retail and Food,More than 200,Single person,Regional,No,No Change
1317,1972,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Regional,Yes,20% More productive
1318,1966,Male,More than 5 years,Public and utility services,More than 200,Couple with dependent children,Regional,No,No Change
1319,1962,Male,More than 5 years,Public and utility services,More than 200,Couple with no dependent children,Regional,No,20% More productive
1320,1973,Male,Between 1 and 5 years,Service Industry,Between 5 and 19,Couple with no dependent children,Regional,Yes,30% More productive
1321,1961,Male,Between 1 and 5 years,Service Industry,Between 5 and 19,Couple with no dependent children,Regional,No,No Change
1322,1960,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Regional,No,20% More productive
1323,1964,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Regional,No,No Change
1324,1969,Male,Between 1 and 5 years,Service Industry,Between 5 and 19,Couple with dependent children,Regional,No,50% Less productive
1325,1986,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Regional,No,20% More productive
1326,1970,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Regional,No,20% More productive
1327,1966,Female,More than 5 years,Service Industry,More than 200,Single person,Regional,No,10% More productive
1328,1976,Female,Between 1 and 5 years,Retail and Food,More than 200,Couple with dependent children,Regional,No,40% More productive
1329,1980,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Regional,Yes,40% More productive
1330,1984,Female,More than 5 years,Service Industry,Between 20 and 199,Single person,Regional,No,20% More productive
1331,1990,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Regional,No,50% More productive
1332,1972,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Regional,No,30% Less productive
1333,1961,Female,More than 5 years,Public and utility services,More than 200,Couple with no dependent children,Regional,No,10% More productive
1334,1976,Male,More than 5 years,Service Industry,More than 200,Single person,Regional,No,20% More productive
1335,1957,Male,More than 5 years,Retail and Food,Between 5 and 19,Single person,Regional,No,No Change
1336,1968,Female,Between 1 and 5 years,Public and utility services,Between 5 and 19,One parent family with dependent children,Regional,No,50% More productive
1337,1975,Female,More than 5 years,Retail and Food,Between 5 and 19,Single person,Regional,No,No Change
1338,1989,Female,More than 5 years,Retail and Food,Between 20 and 199,Group household,Metro,No,30% More productive
1339,1987,Female,More than 5 years,Retail and Food,More than 200,Couple with no dependent children,Metro,Yes,20% More productive
1340,1981,Female,More than 5 years,Public and utility services,Between 20 and 199,Couple with no dependent children,Regional,No,30% More productive
1341,1979,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No,20% More productive
1342,1977,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No,40% More productive
1343,1979,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No,30% More productive
1344,1977,Male,More than 5 years,Service Industry,Between 20 and 199,One parent family with dependent children,Metro,No,50% More productive
1345,1980,Male,More than 5 years,Service Industry,Between 5 and 19,Couple with dependent children,Metro,No,30% More productive
1346,2000,Female,Between 6 and 12 months,Retail and Food,Between 20 and 199,Couple with dependent children,Metro,No,No Change
1347,1977,Female,More than 5 years,Public and utility services,More than 200,Couple with dependent children,Metro,No,30% More productive
1348,1981,Male,Between 1 and 5 years,Manufacturing and trade,More than 200,Couple with dependent children,Regional,No,20% More productive
1349,1983,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,No,50% More productive
1350,1981,Male,More than 5 years,Service Industry,Between 5 and 19,One parent family with dependent children,Metro,No,10% More productive
1351,1995,Female,Between 6 and 12 months,Retail and Food,More than 200,Group household,Metro,Yes,No Change
1352,1982,Male,More than 5 years,Service Industry,More than 200,Single person,Metro,No,No Change
1353,1978,Female,More than 5 years,Public and utility services,More than 200,Couple with no dependent children,Metro,No,50% More productive
1354,1986,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No,20% More productive
1355,1979,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,Yes,50% Less productive
1356,1985,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,Yes,10% More productive
1357,1979,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No,No Change
1358,1977,Male,More than 5 years,Service Industry,Between 5 and 19,Couple with no dependent children,Metro,No,No Change
1359,1981,Male,More than 5 years,Service Industry,More than 200,Single person,Metro,No,No Change
1360,1984,Female,Between 1 and 5 years,Public and utility services,Between 20 and 199,Couple with dependent children,Metro,Yes,20% Less productive
1361,1978,Female,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No,30% More productive
1362,1981,Male,More than 5 years,Manufacturing and trade,More than 200,One parent family with dependent children,Metro,No,50% More productive
1363,1977,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Single person,Metro,No,30% Less productive
1364,1977,Male,More than 5 years,Retail and Food,Between 20 and 199,One parent family with dependent children,Regional,No,10% More productive
1365,1995,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,One parent family with dependent children,Metro,No,30% More productive
1366,1968,Male,Between 6 and 12 months,Manufacturing and trade,Between 20 and 199,Couple with no dependent children,Metro,Yes,30% More productive
1367,1982,Male,Between 6 and 12 months,Service Industry,More than 200,Couple with no dependent children,Metro,No,No Change
1368,1990,Female,Between 6 and 12 months,Manufacturing and trade,Between 20 and 199,Couple with dependent children,Metro,Yes,20% More productive
1369,1996,Female,Between 1 and 5 years,Manufacturing and trade,More than 200,Single person,Metro,No,50% More productive
1370,1997,Female,Between 6 and 12 months,Manufacturing and trade,Between 20 and 199,Couple with no dependent children,Metro,Yes,50% More productive
1371,1991,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No,10% Less productive
1372,1977,Male,Between 1 and 5 years,Manufacturing and trade,More than 200,Couple with dependent children,Metro,No,30% More productive
1373,1986,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,Yes,30% More productive
1374,1990,Female,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No,20% Less productive
1375,1977,Female,More than 5 years,Public and utility services,More than 200,Couple with dependent children,Metro,No,20% More productive
1376,1980,Male,More than 5 years,Retail and Food,More than 200,Single person,Metro,No,20% More productive
1377,1992,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Single person,Metro,No,No Change
1378,1990,Male,Between 1 and 5 years,Manufacturing and trade,More than 200,Couple with no dependent children,Metro,Yes,30% More productive
1379,1986,Male,Between 1 and 5 years,Manufacturing and trade,Between 5 and 19,Couple with dependent children,Metro,Yes,No Change
1380,1985,Female,More than 5 years,Public and utility services,Between 1 and 4,Single person,Metro,Yes,50% More productive
1381,1991,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,No,50% Less productive
1382,1957,Female,More than 5 years,Public and utility services,More than 200,Single person,Regional,No,20% More productive
1383,1985,Male,Between 6 and 12 months,Service Industry,More than 200,Couple with no dependent children,Metro,No,10% Less productive
1384,1999,Female,Between 6 and 12 months,Service Industry,Between 20 and 199,Single person,Metro,No,50% More productive
1385,1976,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,Yes,50% More productive
1386,1982,Female,More than 5 years,Service Industry,Between 5 and 19,Couple with dependent children,Metro,No,40% More productive
1387,1980,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,No,10% More productive
1388,1983,Male,More than 5 years,Manufacturing and trade,More than 200,Couple with dependent children,Metro,No,20% More productive
1389,1989,Male,Between 6 and 12 months,Service Industry,Between 5 and 19,Couple with dependent children,Metro,No,50% More productive
1390,1985,Male,Between 1 and 5 years,Retail and Food,Between 20 and 199,Couple with no dependent children,Metro,No,No Change
1391,1977,Female,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No,50% More productive
1392,1984,Male,Between 6 and 12 months,Service Industry,More than 200,Couple with no dependent children,Metro,No,30% More productive
1393,1979,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Regional,No,No Change
1394,1989,Female,Between 1 and 5 years,Public and utility services,More than 200,Couple with no dependent children,Metro,No,20% Less productive
1395,1996,Female,Between 6 and 12 months,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,No,10% Less productive
1396,1995,Female,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No,50% More productive
1397,1990,Female,Between 6 and 12 months,Service Industry,Between 1 and 4,Couple with no dependent children,Metro,No,20% More productive
1398,1991,Female,Between 1 and 5 years,Service Industry,More than 200,Multiple family household,Metro,No,No Change
1399,1991,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,Group household,Metro,No,20% More productive
1400,1993,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No,20% More productive
1401,1979,Female,More than 5 years,Public and utility services,Between 20 and 199,Couple with dependent children,Metro,No,50% More productive
1402,1992,Female,Between 1 and 5 years,Service Industry,Between 5 and 19,Couple with dependent children,Metro,No,10% More productive
1403,1982,Female,Between 1 and 5 years,Service Industry,Between 5 and 19,One parent family with dependent children,Metro,No,No Change
1404,1993,Female,Between 6 and 12 months,Service Industry,More than 200,Other one family household,Metro,No,20% More productive
1405,1982,Female,More than 5 years,Service Industry,More than 200,One parent family with dependent children,Metro,No,50% More productive
1406,1980,Female,Between 1 and 5 years,Retail and Food,Between 5 and 19,One parent family with dependent children,Metro,No,10% More productive
1407,1976,Female,Between 1 and 5 years,Service Industry,More than 200,Single person,Metro,No,No Change
1408,1979,Female,Between 1 and 5 years,Public and utility services,More than 200,One parent family with dependent children,Metro,No,20% More productive
1409,1962,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,One parent family with dependent children,Regional,No,50% More productive
1410,1988,Female,Between 1 and 5 years,Public and utility services,More than 200,Couple with no dependent children,Metro,Yes,30% More productive
1411,1998,Female,Between 6 and 12 months,Service Industry,Between 20 and 199,Multiple family household,Metro,No,No Change
