Response_ID,What_year_were_you_born,Gender,Tenure,Industry,Organisation_size,Household_type,Metro_Regional,Productivity while working remotely
1146,1969,Female,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Regional,30% More productive
1147,1968,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,10% Less productive
1148,1963,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,10% Less productive
1149,1977,Male,Between 6 and 12 months,Manufacturing and trade,More than 200,Couple with dependent children,Metro,20% More productive
1150,1956,Female,Between 1 and 5 years,Service Industry,I am the only employee,Couple with no dependent children,Metro,50% More productive
1151,1975,Female,More than 5 years,Manufacturing and trade,Between 5 and 19,Couple with dependent children,Metro,10% More productive
1152,1985,Male,More than 5 years,Manufacturing and trade,More than 200,Single person,Metro,20% More productive
1153,1993,Female,Between 6 and 12 months,Service Industry,Between 20 and 199,Couple with dependent children,Regional,50% More productive
1154,1956,Female,More than 5 years,Service Industry,Between 5 and 19,Couple with no dependent children,Regional,50% Less productive
1155,1962,Male,More than 5 years,Service Industry,Between 5 and 19,Couple with no dependent children,Metro,20% More productive
1156,1983,Male,Between 6 and 12 months,Retail and Food,Between 5 and 19,One  parent family with dependent children,Metro,30% More productive
1157,1963,Male,More than 5 years,Retail and Food,More than 200,Couple with no dependent children,Metro,No change
1158,2000,Male,Between 1 and 5 years,Service Industry,Between 5 and 19,Single person,Metro,20% More productive
1159,1975,Female,More than 5 years,Retail and Food,Between 1 and 4,Couple with dependent children,Metro,50% More productive
1160,1988,Female,Between 6 and 12 months,Service Industry,Between 5 and 19,Couple with dependent children,Metro,50% More productive
1161,1989,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Regional,40% More productive
1162,1970,Female,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,No change
1163,1971,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,50% More productive
1164,1985,Male,Between 6 and 12 months,Manufacturing and trade,Between 5 and 19,Couple with dependent children,Metro,40% More productive
1165,1990,Male,More than 5 years,Service Industry,Between 20 and 199,Single person,Metro,20% More productive
1166,1992,Female,Between 6 and 12 months,Service Industry,More than 200,Group household,Metro,No change
1167,1973,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No change
1168,1981,Male,More than 5 years,Retail and Food,More than 200,Couple with dependent children,Metro,50% More productive
1169,1956,Male,More than 5 years,Manufacturing and trade,More than 200,Couple with no dependent children,Metro,30% More productive
1170,1962,Female,Between 1 and 5 years,Service Industry,More than 200,One  parent family with dependent children,Regional,50% More productive
1171,1991,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,30% More productive
1172,1982,Female,Between 1 and 5 years,Retail and Food,Between 5 and 19,Couple with no dependent children,Metro,30% More productive
1173,1973,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,Single person,Metro,50% More productive
1174,1983,Female,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,30% More productive
1175,1987,Male,Between 1 and 5 years,Manufacturing and trade,More than 200,Couple with dependent children,Metro,20% Less productive
1176,1973,Female,Between 6 and 12 months,Service Industry,Between 5 and 19,Single person,Metro,50% Less productive
1177,1985,Female,Between 6 and 12 months,Manufacturing and trade,Between 5 and 19,One  parent family with dependent children,Regional,20% Less productive
1178,1997,Male,More than 5 years,Manufacturing and trade,Between 20 and 199,Couple with dependent children,Metro,No change
1179,1989,Male,More than 5 years,Service Industry,I am the only employee,Group household,Metro,20% More productive
1180,1993,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,30% More productive
1181,1976,Male,Between 6 and 12 months,Manufacturing and trade,Between 5 and 19,Couple with no dependent children,Metro,30% More productive
1182,1963,Female,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No change
1183,1989,Male,More than 5 years,Service Industry,I am the only employee,Single person,Metro,No change
1184,1984,Male,More than 5 years,Manufacturing and trade,More than 200,Couple with dependent children,Regional,10% More productive
1185,2001,Female,Between 6 and 12 months,Service Industry,More than 200,Group household,Metro,50% Less productive
1186,1985,Female,Between 1 and 5 years,Manufacturing and trade,Between 5 and 19,One  parent family with dependent children,Regional,30% Less productive
1187,1975,Female,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,10% More productive
1188,1986,Male,Between 1 and 5 years,Service Industry,Between 1 and 4,Couple with dependent children,Metro,30% More productive
1189,1978,Female,Between 1 and 5 years,Public and utility services,Between 20 and 199,Couple with dependent children,Metro,30% More productive
1190,1979,Female,Between 1 and 5 years,Service Industry,Between 5 and 19,Couple with dependent children,Regional,50% More productive
1191,1991,Male,Between 1 and 5 years,Service Industry,More than 200,Single person,Metro,10% Less productive
1192,1965,Male,Between 6 and 12 months,Service Industry,More than 200,Couple with no dependent children,Regional,30% More productive
1193,1961,Female,More than 5 years,Service Industry,More than 200,One  parent family with dependent children,Metro,30% More productive
1194,1990,Male,Between 6 and 12 months,Retail and Food,Between 20 and 199,Single person,Regional,10% More productive
1195,1990,Male,Between 1 and 5 years,Service Industry,Between 5 and 19,Single person,Metro,20% Less productive
1196,1993,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Single person,Metro,No change
1197,1966,Female,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,20% More productive
1198,1996,Male,Between 1 and 5 years,Retail and Food,More than 200,Single person,Metro,10% Less productive
1199,1996,Male,Between 1 and 5 years,Service Industry,More than 200,Single person,Regional,10% Less productive
1200,1993,Male,Between 1 and 5 years,Retail and Food,More than 200,One  parent family with dependent children,Metro,No change
1201,1957,Female,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,40% More productive
1202,1964,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,10% Less productive
1203,1989,Male,More than 5 years,Service Industry,I am the only employee,Group household,Metro,30% More productive
1204,1981,Male,More than 5 years,Manufacturing and trade,Between 5 and 19,Couple with dependent children,Metro,20% More productive
1205,1984,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Regional,50% More productive
1206,1985,Male,Between 1 and 5 years,Manufacturing and trade,More than 200,Single person,Metro,No change
1207,1970,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,20% Less productive
1208,1995,Female,More than 5 years,Service Industry,More than 200,Single person,Regional,No change
1209,1975,Female,More than 5 years,Service Industry,Between 1 and 4,Single person,Metro,No change
1210,1962,Female,More than 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,50% More productive
1211,1979,Female,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,30% More productive
1212,1978,Male,More than 5 years,Retail and Food,Between 20 and 199,Couple with dependent children,Regional,20% More productive
1213,1964,Male,Between 6 and 12 months,Manufacturing and trade,Between 20 and 199,Couple with dependent children,Metro,40% More productive
1214,1971,Female,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,No change
1215,1982,Female,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,50% More productive
1216,1985,Male,Between 1 and 5 years,Manufacturing and trade,Between 5 and 19,Couple with no dependent children,Regional,No change
1217,1965,Female,More than 5 years,Manufacturing and trade,More than 200,Single person,Metro,50% More productive
1218,1980,Male,Between 6 and 12 months,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,30% More productive
1219,1984,Female,Between 1 and 5 years,Service Industry,More than 200,Group household,Metro,No change
1220,1971,Female,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No change
1221,1992,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Single person,Metro,No change
1222,1900,Female,Between 1 and 5 years,Public and utility services,More than 200,Single person,Metro,50% More productive
1223,1991,Female,Between 1 and 5 years,Public and utility services,More than 200,Other one family household,Regional,30% Less productive
1224,1985,Male,Between 1 and 5 years,Manufacturing and trade,Between 20 and 199,One  parent family with dependent children,Metro,20% More productive
1225,1995,Male,Between 6 and 12 months,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,50% More productive
1226,1956,Male,More than 5 years,Manufacturing and trade,More than 200,Couple with no dependent children,Metro,10% More productive
1227,1968,Male,More than 5 years,Public and utility services,More than 200,Couple with dependent children,Metro,50% More productive
1228,1991,Male,Between 6 and 12 months,Service Industry,Between 1 and 4,Couple with no dependent children,Metro,20% Less productive
1229,1990,Male,Between 1 and 5 years,Retail and Food,More than 200,Couple with dependent children,Metro,No change
1230,1981,Male,More than 5 years,Public and utility services,More than 200,Single person,Metro,30% Less productive
1231,1991,Male,Between 1 and 5 years,Manufacturing and trade,More than 200,Couple with no dependent children,Metro,No change
1232,1959,Female,More than 5 years,Public and utility services,More than 200,Other one family household,Regional,50% More productive
1233,1984,Female,Between 6 and 12 months,Manufacturing and trade,Between 1 and 4,Couple with dependent children,Metro,20% More productive
1234,1969,Female,More than 5 years,Retail and Food,I am the only employee,Other one family household,Metro,No change
1235,1959,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,10% Less productive
1236,1983,Male,Between 6 and 12 months,Service Industry,Between 5 and 19,Couple with dependent children,Metro,No change
1237,1988,Male,Between 1 and 5 years,Service Industry,Between 5 and 19,Single person,Metro,No change
1238,1959,Male,Between 1 and 5 years,Public and utility services,I am the only employee,Couple with dependent children,Metro,No change
1239,1971,Female,More than 5 years,Service Industry,Between 1 and 4,Couple with no dependent children,Metro,50% More productive
1240,1980,Female,More than 5 years,Manufacturing and trade,Between 20 and 199,Couple with dependent children,Regional,30% More productive
1241,1995,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,No change
1242,1970,Male,Between 1 and 5 years,Service Industry,Between 5 and 19,Single person,Metro,No change
1243,1988,Female,Between 1 and 5 years,Retail and Food,More than 200,Single person,Metro,No change
1244,1962,Male,More than 5 years,Service Industry,More than 200,Single person,Metro,No change
1245,1980,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,20% More productive
1246,1964,Male,More than 5 years,Public and utility services,Between 1 and 4,Single person,Regional,10% Less productive
1247,1973,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,No change
1248,1980,Female,Between 1 and 5 years,Retail and Food,Between 5 and 19,Couple with dependent children,Metro,No change
1249,1983,Female,Between 6 and 12 months,Manufacturing and trade,Between 5 and 19,Couple with dependent children,Metro,10% More productive
1250,1980,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,30% Less productive
1251,1981,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,50% More productive
1252,1991,Male,Between 1 and 5 years,Service Industry,More than 200,Single person,Metro,40% More productive
1253,1968,Female,More than 5 years,Public and utility services,More than 200,Couple with no dependent children,Metro,10% Less productive
1254,1986,Male,Between 1 and 5 years,Public and utility services,More than 200,Couple with dependent children,Metro,30% Less productive
1255,1998,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Multiple family household,Metro,50% More productive
1256,1987,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,10% Less productive
1257,1986,Female,More than 5 years,Service Industry,More than 200,Couple with dependent children,Regional,10% Less productive
1258,1980,Female,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,10% More productive
1259,1973,Male,More than 5 years,Service Industry,More than 200,Single person,Metro,10% More productive
1260,1982,Male,More than 5 years,Manufacturing and trade,More than 200,Multiple family household,Regional,20% More productive
1261,1975,Male,More than 5 years,Public and utility services,Between 20 and 199,Couple with no dependent children,Metro,40% More productive
1262,1962,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Regional,20% Less productive
1263,1985,Male,Between 6 and 12 months,Retail and Food,Between 5 and 19,Couple with no dependent children,Metro,10% More productive
1264,1961,Male,More than 5 years,Service Industry,Between 5 and 19,Couple with no dependent children,Regional,50% More productive
1265,1957,Female,Between 1 and 5 years,Service Industry,Between 5 and 19,Couple with no dependent children,Regional,10% Less productive
1266,1980,Female,Between 1 and 5 years,Public and utility services,More than 200,Group household,Metro,50% More productive
1267,1961,Female,More than 5 years,Retail and Food,I am the only employee,Couple with no dependent children,Regional,No change
1268,1986,Male,Between 6 and 12 months,Manufacturing and trade,Between 5 and 19,Multiple family household,Metro,30% More productive
1269,1986,Male,More than 5 years,Retail and Food,More than 200,Couple with dependent children,Metro,40% More productive
1270,1966,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,20% More productive
1271,2000,Male,Between 1 and 5 years,Service Industry,More than 200,Single person,Metro,10% More productive
1272,1962,Male,Between 1 and 5 years,Manufacturing and trade,More than 200,Couple with dependent children,Regional,No change
1273,1984,Male,Between 6 and 12 months,Service Industry,More than 200,Single person,Metro,30% More productive
1274,1961,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,20% More productive
1275,1960,Female,More than 5 years,Service Industry,Between 5 and 19,Couple with no dependent children,Metro,10% Less productive
1276,1987,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,10% Less productive
1277,1956,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Regional,10% More productive
1278,1964,Female,More than 5 years,Service Industry,Between 5 and 19,Couple with dependent children,Metro,10% Less productive
1279,1984,Male,More than 5 years,Public and utility services,More than 200,Couple with dependent children,Metro,10% More productive
1280,1983,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,30% More productive
1281,1985,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No change
1282,1968,Female,More than 5 years,Manufacturing and trade,Between 5 and 19,Couple with no dependent children,Metro,No change
1283,1990,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,20% More productive
1284,1980,Female,More than 5 years,Manufacturing and trade,Between 20 and 199,Couple with no dependent children,Regional,50% More productive
1285,1955,Female,Between 6 and 12 months,Public and utility services,Between 5 and 19,Couple with no dependent children,Metro,No change
1286,1978,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,20% More productive
1287,1964,Male,Between 1 and 5 years,Retail and Food,Between 1 and 4,Couple with dependent children,Metro,20% More productive
1288,1958,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,30% More productive
1289,1990,Male,Between 1 and 5 years,Service Industry,Between 5 and 19,Single person,Metro,No change
1290,1984,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,Single person,Metro,No change
1291,1960,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,No change
1292,1969,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Regional,No change
1293,1975,Female,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,No change
1294,1957,Female,More than 5 years,Service Industry,More than 200,Single person,Metro,30% More productive
1295,1988,Female,Between 6 and 12 months,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,30% Less productive
1296,1988,Male,More than 5 years,Service Industry,Between 20 and 199,Group household,Metro,10% Less productive
1297,1991,Female,Between 1 and 5 years,Manufacturing and trade,Between 20 and 199,Couple with no dependent children,Metro,10% More productive
1298,1970,Female,More than 5 years,Service Industry,More than 200,Single person,Metro,40% More productive
1299,1987,Female,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,40% More productive
1300,1990,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,50% More productive
1301,1961,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Regional,No change
1302,1972,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No change
1303,1978,Male,More than 5 years,Retail and Food,Between 20 and 199,Couple with dependent children,Regional,30% More productive
1304,1990,Male,Between 1 and 5 years,Public and utility services,Between 20 and 199,Couple with no dependent children,Metro,10% Less productive
1305,1994,Male,More than 5 years,Service Industry,Between 1 and 4,Group household,Metro,No change
1306,1990,Male,Between 6 and 12 months,Manufacturing and trade,Between 5 and 19,Couple with dependent children,Metro,50% More productive
1307,1958,Female,More than 5 years,Public and utility services,Between 5 and 19,Couple with no dependent children,Regional,40% More productive
1308,1972,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,40% More productive
1309,1984,Female,More than 5 years,Service Industry,Between 5 and 19,Group household,Metro,20% More productive
1310,1967,Female,More than 5 years,Retail and Food,Between 1 and 4,Couple with dependent children,Regional,No change
1311,1977,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,No change
1312,1995,Female,Between 1 and 5 years,Retail and Food,More than 200,Couple with dependent children,Metro,20% More productive
1313,1963,Male,More than 5 years,Service Industry,I am the only employee,Couple with dependent children,Regional,50% More productive
1314,1979,Male,Between 1 and 5 years,Retail and Food,Between 1 and 4,Couple with no dependent children,Regional,No change
1315,1990,Male,More than 5 years,Manufacturing and trade,Between 20 and 199,Couple with dependent children,Regional,30% More productive
1316,1998,Male,Between 6 and 12 months,Manufacturing and trade,Between 5 and 19,Multiple family household,Metro,No change
1317,1972,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,No change
1318,1989,Male,More than 5 years,Public and utility services,More than 200,Single person,Metro,No change
1319,1970,Male,Between 6 and 12 months,Public and utility services,More than 200,Couple with dependent children,Metro,No change
1320,1969,Female,Between 1 and 5 years,Retail and Food,More than 200,Couple with dependent children,Metro,50% More productive
1321,1983,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,20% More productive
1322,1989,Female,Between 1 and 5 years,Retail and Food,Between 20 and 199,Couple with dependent children,Regional,10% Less productive
1323,1971,Male,Between 6 and 12 months,Public and utility services,More than 200,Couple with dependent children,Regional,20% More productive
1324,1969,Female,More than 5 years,Retail and Food,More than 200,Couple with no dependent children,Metro,30% More productive
1325,1972,Female,Between 1 and 5 years,Service Industry,Between 1 and 4,Couple with dependent children,Metro,No change
1326,1974,Female,More than 5 years,Retail and Food,More than 200,Couple with dependent children,Regional,50% More productive
1327,1995,Male,Between 6 and 12 months,Service Industry,Between 20 and 199,Single person,Metro,40% More productive
1328,1990,Male,Between 1 and 5 years,Service Industry,Between 1 and 4,Couple with dependent children,Metro,10% More productive
1329,1992,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,10% More productive
1330,1977,Male,Between 1 and 5 years,Manufacturing and trade,Between 1 and 4,Couple with dependent children,Metro,40% More productive
1331,1987,Female,Between 6 and 12 months,Public and utility services,Between 5 and 19,Couple with no dependent children,Metro,No change
1332,1979,Male,More than 5 years,Service Industry,Between 5 and 19,Couple with dependent children,Regional,20% More productive
1333,1992,Male,Between 6 and 12 months,Service Industry,More than 200,Group household,Metro,20% Less productive
1334,1995,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Single person,Metro,40% More productive
1335,1974,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Regional,30% More productive
1336,1960,Female,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,20% More productive
1337,1989,Female,Between 6 and 12 months,Service Industry,More than 200,Couple with no dependent children,Metro,50% More productive
1338,1984,Female,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,No change
1339,1981,Female,Between 1 and 5 years,Public and utility services,More than 200,Couple with no dependent children,Metro,10% More productive
1340,1990,Male,Between 6 and 12 months,Manufacturing and trade,Between 5 and 19,Couple with dependent children,Metro,20% Less productive
1341,1987,Male,More than 5 years,Retail and Food,More than 200,Couple with no dependent children,Regional,30% More productive
1342,1993,Male,Between 1 and 5 years,Service Industry,Between 5 and 19,Multiple family household,Regional,10% Less productive
1343,1978,Male,More than 5 years,Retail and Food,Between 20 and 199,Couple with dependent children,Regional,30% More productive
1344,1963,Female,Between 6 and 12 months,Service Industry,More than 200,One  parent family with dependent children,Regional,50% More productive
1345,1976,Female,Between 1 and 5 years,Public and utility services,Between 20 and 199,Couple with dependent children,Metro,30% More productive
1346,1996,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,10% Less productive
1347,1974,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Regional,20% More productive
1348,1969,Male,More than 5 years,Public and utility services,More than 200,Couple with dependent children,Metro,40% More productive
1349,1960,Male,More than 5 years,Service Industry,I am the only employee,Single person,Metro,No change
1350,1990,Female,Between 6 and 12 months,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,20% More productive
1351,1964,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,30% More productive
1352,1998,Female,Between 1 and 5 years,Retail and Food,More than 200,Couple with no dependent children,Metro,30% Less productive
1353,1994,Male,Between 6 and 12 months,Manufacturing and trade,Between 5 and 19,Couple with dependent children,Metro,50% More productive
1354,1978,Female,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,20% Less productive
1355,1992,Female,More than 5 years,Retail and Food,Between 20 and 199,Single person,Regional,30% More productive
1356,1989,Female,Between 1 and 5 years,Manufacturing and trade,Between 20 and 199,Multiple family household,Regional,50% More productive
1357,1960,Female,More than 5 years,Service Industry,Between 1 and 4,Couple with no dependent children,Regional,No change
1358,1974,Female,Between 1 and 5 years,Service Industry,More than 200,Single person,Metro,50% Less productive
1359,1975,Female,More than 5 years,Service Industry,Between 5 and 19,Couple with no dependent children,Metro,40% More productive
1360,1971,Male,Between 1 and 5 years,Retail and Food,More than 200,Couple with dependent children,Metro,10% More productive
1361,1956,Male,Between 6 and 12 months,Service Industry,Between 20 and 199,Couple with no dependent children,Regional,20% More productive
1362,1964,Female,More than 5 years,Manufacturing and trade,More than 200,Couple with dependent children,Metro,No change
1363,1976,Female,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,30% More productive
1364,1988,Female,Between 1 and 5 years,Service Industry,Between 1 and 4,Couple with no dependent children,Metro,No change
1365,1987,Female,Between 6 and 12 months,Service Industry,Between 20 and 199,Couple with dependent children,Metro,30% More productive
1366,1969,Female,More than 5 years,Public and utility services,I am the only employee,Single person,Metro,50% More productive
1367,1987,Female,Between 6 and 12 months,Service Industry,Between 20 and 199,Couple with dependent children,Metro,20% More productive
1368,1996,Female,Between 1 and 5 years,Service Industry,More than 200,One  parent family with dependent children,Metro,30% More productive
1369,1957,Female,Between 1 and 5 years,Service Industry,More than 200,Single person,Metro,50% More productive
1370,1978,Male,Between 1 and 5 years,Retail and Food,Between 20 and 199,Single person,Metro,No change
1371,1981,Female,Between 6 and 12 months,Service Industry,Between 5 and 19,One  parent family with dependent children,Metro,No change
1372,1959,Male,Between 1 and 5 years,Retail and Food,Between 5 and 19,Couple with no dependent children,Metro,No change
1373,1964,Male,More than 5 years,Manufacturing and trade,Between 5 and 19,Couple with dependent children,Metro,20% More productive
1374,1960,Female,More than 5 years,Manufacturing and trade,More than 200,Single person,Metro,50% More productive
1375,1963,Female,More than 5 years,Public and utility services,More than 200,Multiple family household,Metro,No change
1376,1972,Female,Between 1 and 5 years,Retail and Food,More than 200,One  parent family with dependent children,Metro,30% More productive
1377,1958,Male,More than 5 years,Manufacturing and trade,I am the only employee,Couple with dependent children,Regional,50% More productive
1378,1985,Male,More than 5 years,Manufacturing and trade,More than 200,Couple with dependent children,Metro,30% More productive
1379,1964,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,50% More productive
1380,1965,Male,More than 5 years,Manufacturing and trade,More than 200,Single person,Metro,No change
1381,1977,Female,More than 5 years,Public and utility services,Between 20 and 199,One  parent family with dependent children,Regional,30% More productive
1382,1977,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Single person,Metro,No change
1383,1982,Male,Between 1 and 5 years,Public and utility services,Between 20 and 199,Couple with no dependent children,Metro,40% More productive
1384,1972,Female,More than 5 years,Manufacturing and trade,Between 5 and 19,Couple with dependent children,Metro,10% Less productive
1385,1957,Female,More than 5 years,Retail and Food,Between 5 and 19,Couple with no dependent children,Regional,50% More productive
1386,1994,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Single person,Metro,No change
1387,1957,Male,Between 1 and 5 years,Service Industry,I am the only employee,Couple with dependent children,Metro,No change
1388,1956,Female,More than 5 years,Service Industry,Between 5 and 19,Couple with no dependent children,Regional,No change
1389,1961,Female,Between 6 and 12 months,Manufacturing and trade,Between 20 and 199,Single person,Regional,20% More productive
1390,1982,Male,More than 5 years,Retail and Food,More than 200,Couple with dependent children,Metro,10% Less productive
1391,1984,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,No change
1392,1973,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,30% More productive
1393,1971,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,10% Less productive
1394,1979,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,50% More productive
1395,1978,Female,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No change
1396,1961,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Regional,50% More productive
1397,1995,Female,Between 1 and 5 years,Service Industry,More than 200,Multiple family household,Metro,No change
1398,1958,Female,More than 5 years,Service Industry,Between 5 and 19,Couple with no dependent children,Metro,No change
1399,1977,Male,Between 1 and 5 years,Service Industry,More than 200,Single person,Metro,No change
1400,1987,Female,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,50% More productive
1401,1972,Male,More than 5 years,Service Industry,Between 1 and 4,Single person,Regional,No change
1402,1956,Female,More than 5 years,Service Industry,Between 20 and 199,Other one family household,Metro,20% Less productive
1403,1969,Male,More than 5 years,Manufacturing and trade,More than 200,Couple with dependent children,Metro,No change
1404,1964,Male,More than 5 years,Public and utility services,Between 1 and 4,Single person,Regional,10% More productive
1405,1957,Male,More than 5 years,Retail and Food,Between 1 and 4,Couple with no dependent children,Metro,10% More productive
1406,1990,Male,Between 6 and 12 months,Manufacturing and trade,Between 20 and 199,Single person,Metro,30% More productive
1407,1994,Male,Between 6 and 12 months,Manufacturing and trade,More than 200,Couple with dependent children,Metro,50% More productive
1408,2001,Male,Between 6 and 12 months,Manufacturing and trade,Between 20 and 199,Single person,Metro,20% More productive
1409,1958,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No change
1410,1981,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,10% Less productive
1411,1978,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No change
1412,1985,Female,More than 5 years,Public and utility services,More than 200,Couple with dependent children,Metro,40% More productive
1413,1975,Male,More than 5 years,Retail and Food,Between 1 and 4,Couple with dependent children,Metro,No change
1414,1961,Male,More than 5 years,Service Industry,More than 200,Single person,Metro,No change
1415,1985,Male,More than 5 years,Manufacturing and trade,More than 200,One  parent family with dependent children,Metro,No change
1416,1966,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No change
1417,2000,Male,Between 6 and 12 months,Manufacturing and trade,Between 20 and 199,Couple with no dependent children,Metro,10% Less productive
1418,1973,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,10% More productive
1419,1974,Rather not say,More than 5 years,Service Industry,Between 1 and 4,One  parent family with dependent children,Metro,No change
1420,1979,Female,More than 5 years,Service Industry,Between 20 and 199,Single person,Metro,50% More productive
1421,1983,Male,More than 5 years,Public and utility services,More than 200,Couple with dependent children,Metro,20% Less productive
1422,1977,Female,Between 6 and 12 months,Public and utility services,More than 200,Single person,Metro,10% Less productive
1423,1965,Male,More than 5 years,Manufacturing and trade,Between 5 and 19,Couple with dependent children,Metro,20% Less productive
1424,1979,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Regional,30% More productive
1425,1981,Male,Between 1 and 5 years,Manufacturing and trade,Between 5 and 19,Couple with dependent children,Metro,20% More productive
1426,1964,Female,More than 5 years,Manufacturing and trade,More than 200,Couple with dependent children,Metro,No change
